Customer,State,Gender,Customer Lifetime Value,Income,Monthly Premium Auto,Policy Type,Vehicle Class,Total Claim Amount
LX77880,Oregon,F,485577.3614,24149.0,61.0,Personal Auto,Four-Door Car,292.8
PQ72803,Washington,F,288645.1602,10312.0,78.0,Personal Auto,Four-Door Car,486.27855700000003
PV99529,Arizona,M,272443.0809,0.0,77.0,Personal Auto,Two-Door Car,404.82482999999996
UW10841,California,M,997624.5490000001,74115.0,63.0,Personal Auto,Four-Door Car,275.349481
UO93347,California,M,375526.02509999997,34624.0,95.0,Personal Auto,Four-Door Car,270.370335
WK46492,Arizona,F,964221.4529,36108.0,128.0,Personal Auto,SUV,614.4
DO70918,Nevada,F,457399.81340000004,0.0,127.0,Special Auto,Sports Car,914.4
KG71396,Nevada,M,401705.54850000003,0.0,118.0,Corporate Auto,Two-Door Car,959.8499220000001
MI16758,Nevada,F,1205288.693,43184.0,102.0,Personal Auto,SUV,376.836888
AT98182,California,F,252541.9695,0.0,67.0,Corporate Auto,Four-Door Car,146.30139599999998
GP67583,Arizona,M,820777.7598000001,35349.0,102.0,Personal Auto,Four-Door Car,489.6
DY73849,California,F,456987.57999999996,0.0,124.0,Personal Auto,SUV,250.72300499999997
UR42360,California,M,1697979.757,35095.0,73.0,Personal Auto,Two-Door Car,525.6
IK74329,Arizona,F,1806191.8369999998,13164.0,70.0,Personal Auto,Two-Door Car,75.393383
WJ20394,Nevada,M,519104.70109999995,0.0,141.0,Corporate Auto,SUV,676.8
PF26758,Oregon,F,627131.5156,94880.0,79.0,Special Auto,Four-Door Car,347.595108
DK81475,Nevada,M,461944.9922,95301.0,114.0,Personal Auto,SUV,547.2
DK93464,Nevada,F,857148.0718,56202.0,107.0,Personal Auto,Two-Door Car,513.511091
XS76166,Oregon,F,324547.9985,35592.0,82.0,Personal Auto,Two-Door Car,496.805418
TZ76531,California,M,1248921.197,0.0,113.0,Personal Auto,Four-Door Car,542.4
RC22595,Arizona,F,379974.62619999994,0.0,102.0,Personal Auto,Four-Door Car,489.6
IA90990,California,F,1000474.8740000001,0.0,89.0,Corporate Auto,Two-Door Car,640.8
QQ69088,Washington,M,557766.9457,11097.0,73.0,Corporate Auto,Two-Door Car,350.4
ED59130,Arizona,M,1670510.312,74900.0,208.0,Personal Auto,Luxury SUV,998.4
SC90717,California,M,3186485.89,23576.0,89.0,Personal Auto,Four-Door Car,383.508096
PP36346,Nevada,F,370881.1428,23393.0,95.0,Corporate Auto,Four-Door Car,456.0
JU75786,Oregon,F,720313.3626000001,0.0,95.0,Personal Auto,Two-Door Car,149.843223
TU68427,Arizona,F,264965.8715,0.0,73.0,Personal Auto,Two-Door Car,350.4
YD28431,California,F,699161.4179000001,66346.0,87.0,Personal Auto,Four-Door Car,78.179743
MY56715,Oregon,M,338071.2383,58109.0,86.0,Corporate Auto,Two-Door Car,412.8
NF60680,Arizona,F,2009689.3369999998,92766.0,71.0,Personal Auto,Two-Door Car,379.029102
BD70337,California,M,2470692.011,26307.0,73.0,Personal Auto,Four-Door Car,313.19243900000004
DM77491,Oregon,M,741646.6665,0.0,69.0,Personal Auto,Four-Door Car,238.057939
EV57176,California,F,560538.0417000001,21171.0,72.0,Corporate Auto,Four-Door Car,345.6
CQ76876,California,F,1374937.083,82753.0,114.0,Personal Auto,Four-Door Car,264.666921
QI89498,Oregon,F,220358.84809999997,0.0,64.0,Personal Auto,Four-Door Car,757.206098
BH43020,California,M,336971.211,39754.0,85.0,Personal Auto,Four-Door Car,62.282033999999996
EC66666,Arizona,F,729649.3236,0.0,67.0,Personal Auto,Two-Door Car,321.6
EO74797,Arizona,F,784064.6748,0.0,76.0,Personal Auto,Four-Door Car,364.8
IA30254,Nevada,M,1483750.2530000003,0.0,70.0,Corporate Auto,Four-Door Car,712.6199389999999
KC79907,Arizona,F,744100.4843,91915.0,186.0,Personal Auto,Luxury Car,93.56694
XW34862,Nevada,F,1198198.481,21514.0,62.0,Special Auto,Two-Door Car,257.248789
RI76930,California,F,416304.08100000006,43276.0,104.0,Personal Auto,SUV,499.2
XZ40716,California,F,805498.2035,75531.0,102.0,Personal Auto,Four-Door Car,489.6
ZC75052,California,M,2265853.652,23665.0,67.0,Personal Auto,Four-Door Car,404.817249
DH51686,Arizona,F,404872.2426,0.0,118.0,Personal Auto,Four-Door Car,566.4
HJ89045,California,F,1028892.4950000001,96337.0,127.0,Personal Auto,SUV,609.6
DJ34695,California,M,2192081.339,60180.0,183.0,Corporate Auto,Luxury Car,988.533256
KR89806,Oregon,F,1646822.079,0.0,63.0,Personal Auto,Four-Door Car,685.12694
OX62816,Washington,M,516735.71340000007,30376.0,66.0,Personal Auto,Four-Door Car,316.8
WM36886,California,M,575744.2258,88997.0,72.0,Corporate Auto,Four-Door Car,174.041566
BE92692,Oregon,M,248777.7024,69236.0,63.0,Personal Auto,Four-Door Car,110.868874
JV79596,Oregon,F,1459445.2349999999,27627.0,63.0,Special Auto,Two-Door Car,453.6
KA49711,Nevada,M,532034.3097999999,77524.0,68.0,Corporate Auto,Four-Door Car,64.799325
YI68606,Oregon,F,244220.0921,75449.0,61.0,Corporate Auto,Two-Door Car,130.775164
AU11344,Oregon,F,514238.9806,35666.0,131.0,Personal Auto,SUV,312.110029
BG42047,Nevada,M,251194.4048,17658.0,65.0,Personal Auto,Four-Door Car,312.0
CF73234,Oregon,M,262931.5549,0.0,71.0,Corporate Auto,Four-Door Car,340.8
VE85103,Nevada,M,244912.84590000001,20567.0,72.0,Personal Auto,Four-Door Car,345.6
LN99977,California,F,406199.7378,30061.0,104.0,Special Auto,Sports Car,499.2
CR56473,Nevada,M,525251.1788000001,0.0,74.0,Corporate Auto,Four-Door Car,532.8
YP32443,Oregon,M,437219.4536,20354.0,116.0,Personal Auto,SUV,556.8
MQ46375,Oregon,M,1532021.872,36637.0,192.0,Corporate Auto,Luxury Car,921.6
VU30980,California,M,965757.9498000001,0.0,131.0,Personal Auto,SUV,628.8
JX50349,Oregon,F,247246.9209,63860.0,62.0,Personal Auto,Four-Door Car,208.598246
DH34004,California,M,619140.2312,0.0,199.0,Personal Auto,Luxury Car,955.2
DU66880,Arizona,M,1358362.49,58544.0,114.0,Personal Auto,Four-Door Car,769.788818
QH87479,Oregon,F,2752831.1319999998,54586.0,76.0,Personal Auto,Two-Door Car,122.59076599999999
MF87270,California,F,295258.1331,57248.0,74.0,Personal Auto,Four-Door Car,355.2
PX99904,California,F,494938.94909999997,0.0,134.0,Corporate Auto,Sports Car,964.8
TD43065,California,M,820992.4674,66037.0,69.0,Personal Auto,Four-Door Car,69.004181
DU39756,Nevada,F,417068.7348,29462.0,107.0,Corporate Auto,SUV,513.6
GY65868,California,M,2060023.958,64541.0,86.0,Personal Auto,Four-Door Car,256.27963700000004
NG15645,California,F,285808.7414,27382.0,71.0,Personal Auto,Four-Door Car,134.104322
HH69970,California,F,628208.2435,32311.0,79.0,Corporate Auto,Four-Door Car,207.289724
YJ57293,California,M,277684.2204,23830.0,76.0,Corporate Auto,Two-Door Car,364.8
BV22194,Arizona,F,1419415.4409999999,88178.0,70.0,Personal Auto,Two-Door Car,336.0
UH22701,Oregon,F,972655.1005,72236.0,80.0,Personal Auto,Four-Door Car,518.064733
IA85970,California,F,809946.6122,0.0,112.0,Personal Auto,SUV,438.812143
TC18240,Oregon,M,502047.39869999996,67890.0,63.0,Personal Auto,Four-Door Car,174.08854
GE58317,Arizona,F,483471.04929999996,38713.0,66.0,Personal Auto,Four-Door Car,316.8
GW42895,Oregon,F,1762553.7630000003,77803.0,63.0,Personal Auto,Four-Door Car,217.554695
FH77504,California,F,1100913.049,51643.0,283.0,Personal Auto,Luxury Car,1358.4
XK87182,Oregon,F,450220.70009999996,46402.0,113.0,Personal Auto,Four-Door Car,476.385575
HB17438,Washington,M,1057078.8800000001,92044.0,132.0,Personal Auto,SUV,617.288574
DH18269,Arizona,M,1061464.457,16040.0,96.0,Personal Auto,Two-Door Car,611.476898
DP19820,Oregon,M,1143642.994,0.0,135.0,Personal Auto,SUV,980.5281699999999
IK64989,Washington,M,445811.3369,17622.0,65.0,Personal Auto,Four-Door Car,312.0
MP85571,Arizona,F,555831.428,0.0,188.0,Personal Auto,SUV,2156.0110219999997
VO29645,Oregon,M,516949.93700000003,12430.0,73.0,Personal Auto,Four-Door Car,350.4
GP83239,California,M,784016.5778000001,58414.0,210.0,Personal Auto,Luxury SUV,1008.0
GQ21970,Nevada,F,2410830.057,17257.0,70.0,Personal Auto,Four-Door Car,551.1321389999999
HP40365,Oregon,F,563804.6345,70492.0,70.0,Personal Auto,Two-Door Car,328.362698
UX87150,California,M,768014.7853,68229.0,96.0,Corporate Auto,Four-Door Car,460.8
OZ30867,Oregon,F,840906.7687,33397.0,106.0,Personal Auto,SUV,508.8
LC60153,California,M,1234183.389,72503.0,106.0,Personal Auto,SUV,295.821353
OX87524,California,F,261112.8028,90349.0,64.0,Personal Auto,Four-Door Car,435.7186
ZY78741,California,M,608148.1291,0.0,87.0,Corporate Auto,Four-Door Car,626.4
DB79306,California,M,441634.5862,25480.0,117.0,Personal Auto,SUV,486.545439
EM77767,Oregon,F,1093221.496,72462.0,68.0,Personal Auto,Two-Door Car,272.737308
PH78214,Oregon,F,542717.4517000001,27677.0,72.0,Personal Auto,Four-Door Car,345.6
LY17996,California,M,619031.6839000001,25743.0,79.0,Personal Auto,Two-Door Car,596.2476
XV76553,Oregon,M,452375.2381,74935.0,112.0,Corporate Auto,SUV,192.85973700000002
SD38003,California,M,248238.724,0.0,71.0,Personal Auto,Four-Door Car,511.2
QC30094,Oregon,F,690394.6532,15921.0,92.0,Corporate Auto,Four-Door Car,571.549745
KH92987,Arizona,F,2174002.913,30095.0,136.0,Personal Auto,SUV,652.8
OB32671,Oregon,F,3793948.817,20587.0,106.0,Personal Auto,SUV,363.77598
CD26907,California,M,3121568.5810000002,0.0,117.0,Personal Auto,Sports Car,1227.8220789999998
YY46839,Washington,F,848245.6771,29628.0,106.0,Corporate Auto,Two-Door Car,763.2
HY36253,California,M,849028.4985,28677.0,78.0,Personal Auto,Four-Door Car,131.515739
KA62728,California,M,888661.0684999999,87094.0,113.0,Personal Auto,Four-Door Car,64.894362
GH98275,California,F,467095.3723,0.0,64.0,Corporate Auto,Four-Door Car,181.810486
DJ87316,Oregon,M,1020993.39,43736.0,128.0,Personal Auto,SUV,614.4
XC85830,Oregon,F,411858.8554,69379.0,103.0,Corporate Auto,Two-Door Car,494.4
VK85405,California,F,740958.6372,80415.0,62.0,Corporate Auto,Two-Door Car,281.372658
ZP27971,California,M,380379.85299999994,26050.0,97.0,Personal Auto,Four-Door Car,465.6
QC95625,California,M,1215732.992,57449.0,103.0,Personal Auto,Four-Door Car,494.4
DN34058,Washington,F,2811928.723,68211.0,99.0,Corporate Auto,Four-Door Car,475.2
VS80344,Arizona,F,821935.8755999999,28445.0,103.0,Special Auto,Two-Door Car,427.76284100000004
SJ24275,Nevada,F,480324.0070000001,37313.0,62.0,Personal Auto,Four-Door Car,246.57631
YB58105,California,M,1086586.075,0.0,110.0,Corporate Auto,Four-Door Car,1066.913401
BP35803,California,F,342573.115,29194.0,89.0,Personal Auto,Four-Door Car,424.466821
CL73599,Arizona,F,860915.8215000001,79090.0,107.0,Personal Auto,SUV,289.040734
ZR22245,Washington,F,460503.6646,22571.0,63.0,Personal Auto,Four-Door Car,302.4
JJ57298,Oregon,M,1863472.656,0.0,139.0,Corporate Auto,SUV,1066.63167
FF53048,Arizona,F,346552.691,48744.0,86.0,Personal Auto,Two-Door Car,412.8
HD83496,Arizona,M,247818.0205,0.0,71.0,Corporate Auto,Four-Door Car,511.2
DD94148,California,M,579243.9588,29530.0,74.0,Personal Auto,Two-Door Car,222.478994
FM52759,Nevada,M,554803.1892,67798.0,69.0,Personal Auto,Four-Door Car,331.2
OI39918,California,M,344330.1126,16208.0,93.0,Personal Auto,Two-Door Car,446.4
PC72443,Oregon,F,452907.2491,94757.0,112.0,Personal Auto,Four-Door Car,5.453269000000001
OQ15169,Washington,F,559712.496,37995.0,139.0,Corporate Auto,SUV,667.2
ZO89996,Oregon,M,261661.3903,72302.0,66.0,Personal Auto,Two-Door Car,316.8
OP70207,Oregon,M,1050688.413,37934.0,137.0,Personal Auto,Sports Car,385.440163
ID39569,Washington,M,1075865.568,19382.0,94.0,Personal Auto,Four-Door Car,676.8
RJ80405,Arizona,M,549866.1301,33191.0,70.0,Personal Auto,Four-Door Car,443.53718
NT21324,Arizona,M,279188.02579999994,72389.0,70.0,Personal Auto,Four-Door Car,206.158416
IY98928,Arizona,F,517615.72990000003,91475.0,64.0,Personal Auto,Four-Door Car,73.295606
XJ81725,California,M,816687.8898000001,0.0,111.0,Personal Auto,Four-Door Car,799.2
FE62142,Oregon,F,426707.6892,43682.0,107.0,Corporate Auto,SUV,148.00349599999998
ZH55575,California,F,521751.32869999995,39854.0,66.0,Corporate Auto,Two-Door Car,261.930545
WI86229,Oregon,M,780721.6137,52162.0,99.0,Personal Auto,Two-Door Car,251.15288900000002
QR42111,Arizona,F,505892.71820000006,0.0,134.0,Special Auto,SUV,643.2
DN71979,Arizona,M,777257.9276,74755.0,195.0,Personal Auto,Luxury Car,1404.0
IC22580,California,M,1153396.706,85339.0,95.0,Personal Auto,Four-Door Car,392.7457
MX93069,Oregon,M,507328.2126,57709.0,125.0,Personal Auto,SUV,600.0
TG37225,California,M,463654.647,26802.0,66.0,Personal Auto,Two-Door Car,316.8
GY69750,Oregon,M,529683.8482,0.0,73.0,Personal Auto,Four-Door Car,152.080908
KX99703,Oregon,F,627391.1874,18577.0,86.0,Personal Auto,Four-Door Car,412.8
AA35519,Arizona,F,800230.8332999999,0.0,107.0,Personal Auto,SUV,513.6
FE99816,Nevada,F,1556336.9440000001,0.0,253.0,Personal Auto,Luxury Car,1214.4
YP92773,Washington,F,472382.1588000001,21546.0,119.0,Corporate Auto,Two-Door Car,625.395925
CF26052,Arizona,F,843635.0708,49182.0,70.0,Personal Auto,Two-Door Car,165.410515
PR37714,California,F,715320.8425,32238.0,91.0,Personal Auto,Four-Door Car,439.781453
CE92675,California,F,699069.1643000001,0.0,68.0,Personal Auto,Four-Door Car,326.4
BK47926,California,M,637507.9232999999,98118.0,83.0,Personal Auto,Four-Door Car,398.4
BY62906,Arizona,M,2799035.769,22971.0,101.0,Personal Auto,SUV,562.021558
UY95661,California,M,497172.7892,49161.0,63.0,Personal Auto,Two-Door Car,171.74694499999998
OS84395,Nevada,M,761194.9286,90252.0,95.0,Corporate Auto,Four-Door Car,122.92419699999999
JS53793,Arizona,F,242219.4555,25036.0,61.0,Corporate Auto,Four-Door Car,292.8
BV25135,California,M,464742.3581,28314.0,121.0,Personal Auto,SUV,580.8
AF17671,Washington,F,776522.8166,56337.0,97.0,Personal Auto,Four-Door Car,465.6
AY30324,Oregon,F,618944.3994,99074.0,77.0,Special Auto,Two-Door Car,208.38907
XE17270,California,M,352069.6547,31708.0,94.0,Personal Auto,Two-Door Car,451.2
LS46182,Nevada,M,267845.7672,0.0,83.0,Personal Auto,Four-Door Car,398.4
LH33181,Arizona,M,627456.4531,0.0,67.0,Personal Auto,Four-Door Car,431.32052000000004
AT84725,Washington,M,465006.3763,28215.0,65.0,Personal Auto,Two-Door Car,468.0
TP33286,Washington,M,1201093.7259999998,0.0,119.0,Corporate Auto,Four-Door Car,856.8
YB79192,California,F,1019377.423,21119.0,128.0,Personal Auto,SUV,614.4
SC43870,California,M,1586217.507,0.0,66.0,Corporate Auto,Four-Door Car,475.2
OO72857,Oregon,M,1725403.699,0.0,69.0,Personal Auto,Four-Door Car,331.2
MO38559,Arizona,F,529423.0247,0.0,70.0,Personal Auto,Four-Door Car,20.521311999999998
RL65736,Oregon,F,627444.7705,13662.0,85.0,Personal Auto,Four-Door Car,408.0
ID30085,Arizona,F,800739.9376000001,0.0,112.0,Personal Auto,Sports Car,537.6
CO68055,Oregon,M,3096631.981,0.0,109.0,Personal Auto,SUV,691.401424
NX37589,Washington,F,266697.6685,79251.0,67.0,Personal Auto,Four-Door Car,321.6
BX88206,Nevada,F,1857201.022,51294.0,116.0,Corporate Auto,SUV,113.237624
AA30683,California,M,659510.1921,0.0,105.0,Personal Auto,Four-Door Car,847.717402
BD13927,California,F,224347.39070000002,0.0,62.0,Personal Auto,Two-Door Car,675.4684530000001
SJ71233,California,F,742392.9008000001,0.0,107.0,Personal Auto,SUV,513.6
WK52692,Oregon,F,462709.07289999997,29124.0,129.0,Personal Auto,SUV,619.2
OG67387,California,M,441325.53990000003,0.0,65.0,Personal Auto,Four-Door Car,312.0
XR99310,California,M,316328.3136,97266.0,79.0,Special Auto,Two-Door Car,546.052144
GU84478,Oregon,M,490812.44289999997,48207.0,63.0,Personal Auto,Four-Door Car,164.974886
ZX29705,California,F,785059.0399,0.0,69.0,Corporate Auto,Four-Door Car,331.2
WN67367,California,F,321041.7377,0.0,88.0,Personal Auto,Four-Door Car,325.917598
QN67807,Arizona,M,538740.9770000001,97316.0,67.0,Personal Auto,Two-Door Car,309.07647599999996
AU77281,Oregon,F,247246.9209,63860.0,62.0,Personal Auto,Four-Door Car,208.598246
DN46994,California,F,540358.6355999999,72633.0,67.0,Personal Auto,Four-Door Car,155.761761
OW97322,Oregon,M,3141092.8219999997,28013.0,266.0,Personal Auto,Luxury Car,1276.8
ZC97171,Arizona,F,762743.1532,60479.0,96.0,Personal Auto,Four-Door Car,85.15535899999999
NG69817,California,F,754039.0159,0.0,68.0,Personal Auto,Two-Door Car,519.7578110000001
BS95225,California,M,261770.40409999999,14151.0,72.0,Personal Auto,Four-Door Car,345.6
AE93522,Washington,M,721214.3862999999,75891.0,61.0,Corporate Auto,Two-Door Car,61.285525
LP15901,Nevada,M,667176.6636000001,0.0,183.0,Personal Auto,Luxury SUV,1317.6
FB95495,California,M,567764.2084,53078.0,73.0,Personal Auto,Four-Door Car,764.2218839999999
PE59735,Oregon,F,2295206.778,20031.0,86.0,Personal Auto,Four-Door Car,109.69048000000001
WR73970,Arizona,M,296056.70440000005,92070.0,74.0,Corporate Auto,Four-Door Car,368.669336
JD15492,Oregon,F,244668.15379999997,44509.0,61.0,Personal Auto,Four-Door Car,226.731454
OF46381,California,M,765971.7220000001,0.0,73.0,Personal Auto,Two-Door Car,525.6
GP85044,Arizona,M,453373.3641,91967.0,113.0,Special Auto,SUV,156.73674499999998
OO64005,Oregon,F,235528.13890000002,0.0,63.0,Personal Auto,Four-Door Car,302.4
VB42222,Nevada,F,1431684.569,97379.0,119.0,Personal Auto,Four-Door Car,354.764801
ZR79373,Arizona,F,1017971.7040000001,14290.0,271.0,Personal Auto,Luxury SUV,1300.8
KH12081,Arizona,F,812951.1,0.0,119.0,Personal Auto,SUV,729.405742
WV64743,Washington,M,1327222.7920000001,0.0,194.0,Personal Auto,Luxury Car,1396.8
ZT58755,Oregon,F,1781746.4640000002,0.0,68.0,Personal Auto,Four-Door Car,256.91630200000003
WX52894,Nevada,M,2500201.883,21927.0,71.0,Personal Auto,Four-Door Car,128.624785
EO51920,Oregon,F,1995525.7130000002,69096.0,99.0,Corporate Auto,Four-Door Car,64.669515
AQ34238,Oregon,M,460626.977,0.0,72.0,Corporate Auto,Four-Door Car,518.4
EI10204,Oregon,F,1511440.241,28513.0,100.0,Personal Auto,SUV,480.0
GY23881,Oregon,M,478234.9875,81687.0,61.0,Personal Auto,Four-Door Car,292.8
FL59259,Nevada,F,631737.3557,13792.0,87.0,Personal Auto,Four-Door Car,620.19254
RN45606,Nevada,F,1622454.1819999998,32184.0,136.0,Personal Auto,SUV,266.146673
OJ64812,Washington,M,958550.1257,26432.0,88.0,Personal Auto,Four-Door Car,422.4
AK11669,Arizona,F,1013093.4419999999,59232.0,85.0,Corporate Auto,Two-Door Car,408.0
EM53324,Oregon,F,734352.792,0.0,72.0,Personal Auto,Four-Door Car,345.6
JE99638,Arizona,M,769963.2103,23577.0,68.0,Personal Auto,Four-Door Car,91.81515300000001
LR69185,Nevada,M,573982.3806,0.0,80.0,Personal Auto,Four-Door Car,848.201438
AS55478,Oregon,M,387486.854,26670.0,98.0,Corporate Auto,Four-Door Car,541.229321
OB52091,Washington,M,811232.3843000002,87403.0,68.0,Personal Auto,Four-Door Car,456.29033799999996
AM28777,Oregon,F,270742.9536,51455.0,67.0,Personal Auto,Four-Door Car,11.046789
AQ70385,Oregon,M,568696.1000999999,30242.0,72.0,Personal Auto,Four-Door Car,48.288036
FL22732,Oregon,M,738162.3004999999,64311.0,62.0,Personal Auto,Four-Door Car,157.174836
JD75068,Oregon,F,272426.22920000006,0.0,70.0,Corporate Auto,Four-Door Car,405.384524
MM70762,Arizona,M,907576.8214,37722.0,116.0,Personal Auto,Sports Car,158.077504
JT46803,Oregon,F,275654.3334,42336.0,69.0,Personal Auto,Four-Door Car,25.605349
VO25938,Oregon,M,838247.8392,25998.0,71.0,Personal Auto,Four-Door Car,791.8780419999999
FP31685,Oregon,F,786809.8200000001,24887.0,68.0,Personal Auto,Four-Door Car,326.4
LP69867,Oregon,M,285164.5994,0.0,82.0,Personal Auto,Four-Door Car,590.4
BX88330,Washington,F,761536.9665,90918.0,64.0,Personal Auto,Four-Door Car,163.41188400000001
QQ86648,Oregon,M,565853.1247999999,78834.0,72.0,Personal Auto,Two-Door Car,345.6
VE80757,Oregon,M,430746.48880000005,0.0,62.0,Personal Auto,Two-Door Car,434.26667000000003
BE69929,Arizona,F,482070.4584,27872.0,61.0,Personal Auto,Two-Door Car,186.85705900000002
BM31989,Arizona,M,875416.043,24012.0,112.0,Personal Auto,Four-Door Car,82.211282
HW27766,Arizona,M,725932.8981999999,16367.0,94.0,Personal Auto,Four-Door Car,515.569363
BC90645,California,F,267502.9491,55479.0,68.0,Personal Auto,Four-Door Car,117.96424499999999
GC36679,Oregon,M,330512.9877,40778.0,86.0,Personal Auto,Four-Door Car,412.8
VI74176,Arizona,M,898404.0020999999,0.0,137.0,Personal Auto,SUV,1532.0808710000001
BX24569,California,M,356750.37549999997,0.0,102.0,Personal Auto,SUV,660.4304559999999
DR32525,Arizona,M,2374746.699,0.0,96.0,Personal Auto,Four-Door Car,460.8
CP76842,Nevada,F,335287.05199999997,95438.0,83.0,Corporate Auto,Two-Door Car,99.22309200000001
IH20118,Oregon,M,516949.93700000003,12430.0,73.0,Personal Auto,Four-Door Car,350.4
DA20472,California,M,856476.8226000001,95697.0,107.0,Personal Auto,Sports Car,178.006524
DN67273,Oregon,F,802848.4648999999,0.0,74.0,Personal Auto,Two-Door Car,532.8
ZZ20738,California,F,900043.9545999999,28108.0,114.0,Personal Auto,Sports Car,547.2
AS18084,California,F,1163889.947,25370.0,102.0,Personal Auto,Sports Car,489.6
FY21364,California,M,737679.5371999999,0.0,105.0,Corporate Auto,SUV,756.0
LL73047,California,F,789208.8106999999,28672.0,71.0,Personal Auto,Four-Door Car,340.8
CG15505,California,F,1916098.994,22705.0,239.0,Personal Auto,Luxury SUV,1294.700423
ZZ22047,Washington,M,554803.1892,67798.0,69.0,Corporate Auto,Four-Door Car,331.2
NG56399,Arizona,M,831952.92,61367.0,70.0,Personal Auto,Two-Door Car,498.53323099999994
MD45928,Arizona,F,1377097.6180000002,59207.0,116.0,Personal Auto,Four-Door Car,556.8
OV29928,Washington,F,522525.3777,67423.0,65.0,Corporate Auto,Four-Door Car,293.308765
OR28030,California,M,1697979.757,35095.0,73.0,Corporate Auto,Two-Door Car,525.6
LO48748,Oregon,F,748535.6468999999,26380.0,96.0,Personal Auto,Four-Door Car,177.36983999999998
FX95323,Oregon,M,263964.41709999996,88731.0,66.0,Personal Auto,Four-Door Car,148.971857
AG85127,Oregon,M,808544.8545,61409.0,68.0,Special Auto,Four-Door Car,264.04015699999997
JN33628,California,M,1231679.6979999999,0.0,167.0,Personal Auto,SUV,1985.999807
QU69375,Nevada,M,556894.7534,0.0,79.0,Corporate Auto,Two-Door Car,407.44023799999997
FM37864,California,F,357182.831,74931.0,89.0,Personal Auto,Two-Door Car,230.84972000000002
IL23615,Oregon,M,335024.42850000004,74770.0,86.0,Personal Auto,Four-Door Car,412.8
FZ44411,Arizona,M,271619.0293,0.0,95.0,Corporate Auto,Four-Door Car,619.267164
JE32215,California,F,3888790.3400000003,44299.0,107.0,Personal Auto,Two-Door Car,180.08580700000002
FQ88964,Arizona,M,227244.7229,0.0,71.0,Personal Auto,Two-Door Car,390.498822
WW22291,California,M,284925.2467,63326.0,72.0,Personal Auto,Four-Door Car,361.56402099999997
EV39637,Oregon,F,532832.0299,0.0,73.0,Personal Auto,Four-Door Car,794.4455849999999
TG36139,California,F,467997.7728,21720.0,128.0,Corporate Auto,SUV,837.905079
XN25550,Oregon,M,534520.1117,55571.0,135.0,Personal Auto,SUV,904.8131210000001
NG94966,California,M,243708.44859999997,34759.0,61.0,Personal Auto,Four-Door Car,302.353842
AD28349,Arizona,M,463754.46469999995,0.0,68.0,Personal Auto,Four-Door Car,352.130674
VZ56705,Oregon,M,880458.4901999999,38638.0,74.0,Personal Auto,Four-Door Car,355.2
TQ82322,California,F,243868.9804,80927.0,62.0,Personal Auto,Two-Door Car,211.660971
CB77819,California,M,473634.799,0.0,65.0,Personal Auto,Two-Door Car,585.454243
VG68427,Arizona,M,560815.5723,81914.0,70.0,Corporate Auto,Four-Door Car,198.75466
WO42164,Oregon,M,646522.3746,0.0,92.0,Personal Auto,Four-Door Car,662.4
NL87371,Oregon,M,243524.5577,0.0,72.0,Personal Auto,Two-Door Car,345.6
QW24080,Oregon,F,211199.33289999998,0.0,74.0,Personal Auto,Four-Door Car,369.822544
ZL53118,Arizona,M,234759.1802,0.0,69.0,Personal Auto,Four-Door Car,757.8911400000001
GT19025,Oregon,F,363656.1567,25407.0,98.0,Personal Auto,Four-Door Car,284.239719
VN44400,California,F,569268.4466,86073.0,70.0,Personal Auto,Two-Door Car,291.587866
JF45126,Nevada,M,404124.17579999997,23818.0,104.0,Personal Auto,SUV,499.2
SW94040,Oregon,F,775617.4223,21326.0,99.0,Personal Auto,Four-Door Car,632.765462
XI36396,California,M,315116.213,18486.0,86.0,Personal Auto,Four-Door Car,412.8
CL38926,Oregon,M,719841.5033,10458.0,102.0,Corporate Auto,SUV,489.6
CU10179,California,F,526392.1634000001,82528.0,131.0,Personal Auto,Sports Car,258.036918
BK57087,California,F,434715.98520000005,38223.0,112.0,Personal Auto,SUV,537.6
LF94282,Nevada,M,288463.6779,63438.0,72.0,Personal Auto,Two-Door Car,36.732923
BO46265,Oregon,M,690620.1903,13432.0,92.0,Personal Auto,Four-Door Car,610.567945
VJ45879,California,M,445022.05030000006,26848.0,114.0,Personal Auto,Two-Door Car,100.55749499999999
FR12423,Oregon,M,2412750.4020000002,14072.0,71.0,Personal Auto,Four-Door Car,511.2
IY87065,California,F,524627.8375,28909.0,66.0,Corporate Auto,Two-Door Car,456.70273499999996
LR49944,Nevada,F,274473.543,35159.0,68.0,Personal Auto,Two-Door Car,150.501033
LU40443,Oregon,M,554380.2692,64255.0,70.0,Personal Auto,Four-Door Car,193.86536999999998
HN54181,California,F,601303.8073,0.0,84.0,Personal Auto,Four-Door Car,604.8
GC52187,Nevada,F,365057.6237,88842.0,90.0,Personal Auto,Two-Door Car,350.75997
FH22095,California,M,252081.8611,39377.0,64.0,Corporate Auto,Two-Door Car,307.2
KY55245,California,M,516949.93700000003,12430.0,73.0,Personal Auto,Four-Door Car,350.4
ST43920,Arizona,F,239557.00000000003,21986.0,63.0,Personal Auto,Two-Door Car,333.69622799999996
GG84614,Oregon,F,303158.7812,27435.0,76.0,Personal Auto,Two-Door Car,455.54531799999995
JW94491,California,M,1179049.617,25251.0,66.0,Personal Auto,Four-Door Car,316.8
EW51866,Arizona,F,675507.6276000001,29881.0,85.0,Personal Auto,Four-Door Car,17.920170000000002
